3.597,23.77,3.76
1.2,39.37,4.68
2.17,2.53,0.59
-2.78,34.32,1.91
-0.63,-0.07,-1.2
-1.64,34.3,1.67
-0.63,-0.07,-1.2
3.47,29.03,-0.32
4.39,25.29,-1.72
-1.97,35.41,4.54
-0.83,-0.02,2.68
0.56,27.36,-1.1
2.03,40.99,1.68
0.48,42.86,0.2
2.17,35.52,1.02
4.83,23.14,1.33
-3.3,33.33,4.02
3.31,33.71,4.29
2.86,2.57,-0.6
-1.64,34.3,1.67
-0.63,-0.07,-1.2
2.03,40.99,1.68
0.68,43.26,2.55
2.03,40.99,1.68
-0.72,42.62,4.5
2.03,40.99,1.68
0.48,42.86,0.2
