-10.86,-5.88,-6.67
-4.11,-4.97,-5.33
-5.97,-5.27,-5.67
-6.77,8.75,-6
-13.65,2.38,-2.33
-8.1,10.15,-6.88
-6.2,2.45,-1.41
2.75,1.35,-2.26
16.14,9.53,-3.13
17.88,10.44,-1.52
13.46,1,0.5
-6.36,-5.97,-6.09
-15.47,-5.44,-6.31
38.86,4.06,2.86
-8.87,-2.49,-3.11
-6.76,4.92,-2.72
1.52,-3.29,-3.07
11.58,4.3,-0.74
-10.61,0.12,-1.77
4.99,0.07,1.93
-14.39,-0.69,-3.35
-10.09,8.81,-5.59
-15.19,1.17,-0.98
21.65,0.61,2.67
